place_id,name,address,latitude,longitude,rating,num_reviews,food_types,price_level,hours
ChIJBWlFvpzfdUgRv7xxt-GABq8,Layla's,"Walton house, The St, Effingham, Leatherhead KT24 5LQ, UK",51.2696641,-0.3991555,4.9,102,cafe,PRICE_LEVEL_INEXPENSIVE,Monday: Closed; Tuesday: 7:30 AM – 3:00 PM; Wednesday: 7:30 AM – 3:00 PM; Thursday: 7:30 AM – 3:00 PM; Friday: 7:30 AM – 3:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed
ChIJ7XILjODfdUgRngSGBjY9USw,Tara Bar and Restaurant,"8 Station Parade, Ockham Rd S, East Horsley, Leatherhead KT24 6QN, UK",51.277369500000006,-0.43553769999999997,4.5,45,"thai_restaurant, restaurant",N/A,Monday: Closed; Tuesday: Closed; Wednesday: 5:30 – 9:00 PM; Thursday: 6:00 – 9:00 PM; Friday: 6:00 – 10:00 PM; Saturday: 6:00 – 10:00 PM; Sunday: 6:00 – 9:00 PM
ChIJAVEw1YLedUgRTmBAuepJlDI,Shahbaz Taste Of India,"16 Bishopsmead Parade, East Horsley, Leatherhead KT24 6RT, UK",51.264894999999996,-0.4320519,3.8,22,"restaurant, indian_restaurant, meal_takeaway",N/A,N/A
ChIJmdiKNEPedUgR9WadtmvieTM,Red White and Rosé,"Lower Farm Rd, Effingham, Leatherhead KT24 5JJ, UK",51.2864624,-0.40988789999999997,3,4,bar,N/A,N/A
ChIJ1Tv0ZWbfdUgRgdNhcRKkFBI,Vindaloo - Leatherhead,"15 Bishopsmead Parade, East Horsley, Leatherhead KT24 6RT, UK",51.2649032,-0.43199499999999996,1,1,"meal_takeaway, restaurant",N/A,"Monday: Closed; Tuesday: 12:00 – 2:00 PM, 6:00 – 10:30 PM; Wednesday: 12:00 – 2:00 PM, 6:00 – 10:30 PM; Thursday: 12:00 – 2:00 PM, 6:00 – 10:30 PM; Friday: 12:00 – 2:00 PM, 6:00 – 10:30 PM; Saturday: 12:00 – 2:00 PM; Sunday: 12:00 – 2:45 PM, 6:00 – 10:30 PM"
ChIJ0_v_DDvhdUgRxzrIBql2T7c,Beaverbrook,"Reigate Rd, Leatherhead KT22 8QX, UK",51.277009,-0.31221319999999997,4.6,601,"bar, restaurant",N/A,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours
ChIJr-FHN_3gdUgRogD_eA5B2hA,The Leatherhead Theatre & Cinema,"The Theatre, 7 Church St, Leatherhead KT22 8DN, UK",51.2947882,-0.32883009999999996,4.4,478,"coffee_shop, cafe, bar",N/A,Monday: Closed; Tuesday: 10:30 AM – 9:30 PM; Wednesday: 2:00 – 9:30 PM; Thursday: 2:00 – 9:30 PM; Friday: 2:00 – 9:30 PM; Saturday: 10:00 AM – 9:30 PM; Sunday: Closed
ChIJb-pDTADhdUgRA6-ymu2B1-Y,McDonald’s Leatherhead,"9, 17 Church St, Leatherhead KT22 8DN, UK",51.294742,-0.3287848,2.7,217,"fast_food_restaurant, restaurant",N/A,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 7:00 AM – 11:00 PM
ChIJkwrZKCrhdUgRSgg_RRlJpLM,The Running Horses,"Old London Rd, Mickleham, Dorking RH5 6DU, UK",51.2677414,-0.3241274,4.4,1187,"pub, bar_and_grill, bar, restaurant",PRICE_LEVEL_MODERATE,Monday: 12:00 – 10:45 PM; Tuesday: 12:00 – 10:45 PM; Wednesday: 12:00 – 10:45 PM; Thursday: 12:00 – 10:45 PM; Friday: 12:00 – 10:45 PM; Saturday: 12:00 – 10:45 PM; Sunday: 12:00 – 10:45 PM
ChIJu3OHFC_hdUgRbnAhtvQYl9Y,The King William IV,"Byttom Hill, Mickleham, Dorking RH5 6EL, UK",51.271545,-0.31934999999999997,4.6,1419,"pub, bar, restaurant",PRICE_LEVEL_MODERATE,Monday: Closed; Tuesday: Closed; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 9:00 PM
ChIJ64BjJpjfdUgRJmYrnoj046Q,The Edmund Tylney - JD Wetherspoon,"30-34 High St, Leatherhead KT22 8AW, UK",51.2953809,-0.3274535,4,1014,"pub, bar",PRICE_LEVEL_INEXPENSIVE,Monday: 8:00 AM – 12:00 AM; Tuesday: 8:00 AM – 12:00 AM; Wednesday: 8:00 AM – 12:00 AM; Thursday: 8:00 AM – 12:00 AM; Friday: 8:00 AM – 1:00 AM; Saturday: 8:00 AM – 1:00 AM; Sunday: 8:00 AM – 12:00 AM
ChIJGwPCt77hdUgR2u5gmQ10By0,Charlie & Ginger Leatherhead,"1B North St, Leatherhead KT22 7AX, UK",51.295344,-0.33000009999999996,4.7,378,"coffee_shop, cafe",PRICE_LEVEL_MODERATE,Monday: 7:30 AM – 5:00 PM; Tuesday: 7:30 AM – 5:00 PM; Wednesday: 7:30 AM – 5:00 PM; Thursday: 7:30 AM – 5:00 PM; Friday: 7:30 AM – 9:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 4:00 PM
ChIJj-bl3_zgdUgRrrLqmR1Ytp4,Penny Black,"5 North St, Leatherhead KT22 7AX, UK",51.2955137,-0.3301219,4.3,836,"pub, bar, restaurant",PRICE_LEVEL_MODERATE,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 10:30 PM
ChIJa3GR-DXhdUgRUg1S59DdYQI,51 Degrees North,"51Degress North, Mickleham, Dorking RH5 6EH, UK",51.2715155,-0.31997,4.8,148,"coffee_shop, cafe",N/A,Monday: 8:30 AM – 4:00 PM; Tuesday: 8:30 AM – 4:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 4:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 8:30 AM – 4:00 PM; Sunday: 9:00 AM – 4:00 PM
ChIJgTmlNv3gdUgRt4bZ8DUIVSI,Prezzo Italian Restaurant Leatherhead,"21-25 Church St, Leatherhead KT22 8DN, UK",51.294488799999996,-0.3286233,4.1,550,"italian_restaurant, restaurant",PRICE_LEVEL_MODERATE,Monday: 11:30 AM – 10:00 PM; Tuesday: 11:30 AM – 10:00 PM; Wednesday: 11:30 AM – 10:00 PM; Thursday: 11:30 AM – 10:00 PM; Friday: 11:30 AM – 11:00 PM; Saturday: 11:30 AM – 11:00 PM; Sunday: 11:30 AM – 10:00 PM
ChIJgettoDvhdUgR9cFOG7wUR6w,The Garden House,"Beaverbrook, Reigate Rd, Leatherhead KT22 8QX, UK",51.2778888,-0.3064308,4.6,193,restaurant,N/A,"Monday: 12:00 – 3:00 PM, 6:00 – 9:00 PM; Tuesday: 12:00 – 3:00 PM, 6:00 – 9:00 PM; Wednesday: 12:00 – 3:00 PM, 6:00 – 9:00 PM; Thursday: 12:00 – 3:00 PM, 6:00 – 9:00 PM; Friday: 12:00 – 3:00 PM, 6:00 – 9:00 PM; Saturday: 12:00 – 3:00 PM, 6:00 – 9:00 PM; Sunday: 12:00 – 3:00 PM, 6:00 – 9:00 PM"
ChIJXWVysvzgdUgRi0SxevVm_IU,Running Horse,"38 Bridge St, Leatherhead KT22 8BZ, UK",51.294436399999995,-0.3321231,4.3,619,"pub, bar, restaurant",PRICE_LEVEL_MODERATE,Monday: 5:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM
ChIJ6zhX2EjhdUgRz7SCgmDEqxg,Han Kitchen Restaurant,"31 High St, Leatherhead KT22 8AB, UK",51.295401899999995,-0.3281756,4.9,205,"turkish_restaurant, restaurant",N/A,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 11:00 PM
ChIJn4wuZ_3gdUgRFGT3JFjrcKE,Sunshine Cafe Leatherhead,"55 High St, Leatherhead KT22 8AG, UK",51.295566699999995,-0.327196,4.6,269,"cafe, brunch_restaurant, breakfast_restaurant, restaurant",PRICE_LEVEL_INEXPENSIVE,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: 8:00 AM – 4:00 PM; Sunday: 9:00 AM – 4:00 PM
ChIJyT4MZv3gdUgRSC3xoXpD1oY,Costa Coffee,"Unit 15, 16 Swan Centre, Leatherhead KT22 8AH, UK",51.295683,-0.32797299999999996,3.9,435,"coffee_shop, cafe",PRICE_LEVEL_MODERATE,Monday: 6:30 AM – 6:00 PM; Tuesday: 6:30 AM – 6:00 PM; Wednesday: 6:30 AM – 6:00 PM; Thursday: 6:30 AM – 6:00 PM; Friday: 6:30 AM – 6:00 PM; Saturday: 7:00 AM – 6:00 PM; Sunday: 7:00 AM – 5:00 PM
ChIJQUXWxPzgdUgR2sG0dKgTMAM,Five Rivers Indian Restaurant Leatherhead,"12-14 Bridge St, Leatherhead KT22 8BZ, UK",51.2950752,-0.3307601,4.2,289,"indian_restaurant, asian_restaurant, restaurant",PRICE_LEVEL_MODERATE,Monday: Closed; Tuesday: 5:00 – 10:00 PM; Wednesday: 5:00 – 10:00 PM; Thursday: 5:00 – 10:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: 5:00 – 10:00 PM
ChIJcz21cuXgdUgRNa6l0i8bma4,Domino's Pizza - Leatherhead,"2 Sunmead Cl, Fetcham, Leatherhead KT22 9AL, UK",51.2920874,-0.33716579999999996,3.7,180,"meal_delivery, meal_takeaway, food_delivery, restaurant",PRICE_LEVEL_MODERATE,Monday: 11:30 AM – 11:00 PM; Tuesday: 11:30 AM – 11:00 PM; Wednesday: 11:30 AM – 11:00 PM; Thursday: 11:30 AM – 11:00 PM; Friday: 11:30 AM – 11:00 PM; Saturday: 11:30 AM – 11:00 PM; Sunday: 11:30 AM – 11:00 PM
