name,address,latitude,longitude,rating,num_reviews,food_types,price_level,hours,place_id
McDonald's,"47/51 Oldfields Rd, Sutton SM1 2NB, UK",51.3741619,-0.2055155,3.5,3409,"fast_food_restaurant, hamburger_restaurant, diner, breakfast_restaurant, american_restaurant",PRICE_LEVEL_INEXPENSIVE,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,ChIJlwdRQWkIdkgR-4TDLVKPITw
The Fat Crab Surrey,"561 London Rd, Worcester Park, Sutton SM3 9AE, UK",51.3723307,-0.2268511,4.4,717,seafood_restaurant,PRICE_LEVEL_MODERATE,Monday: Closed; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 4:00 – 11:00 PM; Saturday: 1:00 – 11:00 PM; Sunday: 1:00 – 10:00 PM,ChIJ5V4EaUkIdkgRoriophxO-HU
TAŞ Restaurant Cheam,"555 London Rd, Worcester Park, Sutton SM3 9AE, UK",51.372192399999996,-0.2269724,4.5,1355,"turkish_restaurant, mediterranean_restaurant",PRICE_LEVEL_MODERATE,Monday: Closed; Tuesday: 12:00 – 11:30 PM; Wednesday: 12:00 – 11:30 PM; Thursday: 12:00 – 11:30 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 10:00 PM,ChIJQZZNSEkIdkgR3H8L8Mt3ZQ4
The Station,"The Broadway Stoneleigh, Stoneleigh, Epsom KT17 2JA, UK",51.3630402,-0.2477391,4.2,691,"pub, bar",PRICE_LEVEL_MODERATE,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 9:00 AM – 1:00 AM; Sunday: 9:00 AM – 10:30 PM,ChIJwY1qBMYJdkgRls042kt3h5U
Colombo Kitchen - Hopper & Kottu Bar,"25-27 Central Rd, Worcester Park KT4 8EG, UK",51.377146100000004,-0.23907279999999997,4.5,618,"asian_restaurant, bar_and_grill, meal_takeaway, bar",N/A,Monday: Closed; Tuesday: Closed; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 11:00 PM,ChIJC6qnqi0JdkgRFRPF2MFxHKg
The Nonsuch Inn - JD Wetherspoon,"552-556 London Rd, Sutton SM3 9AA, UK",51.3724803,-0.22607900000000003,4,976,"pub, bar",PRICE_LEVEL_INEXPENSIVE,Monday: 8:00 AM – 12:00 AM; Tuesday: 8:00 AM – 12:00 AM; Wednesday: 8:00 AM – 12:00 AM; Thursday: 8:00 AM – 12:00 AM; Friday: 8:00 AM – 1:00 AM; Saturday: 8:00 AM – 1:00 AM; Sunday: 8:00 AM – 12:00 AM,ChIJcd6KMEkIdkgRQeEq34Xt5C4
Nando's Worcester Park,"82-86 Central Rd, Worcester Park KT4 8HX, UK",51.378260999999995,-0.24050700000000003,4.4,547,"meal_delivery, food_delivery",PRICE_LEVEL_MODERATE,Monday: 11:30 AM – 10:00 PM; Tuesday: 11:30 AM – 10:00 PM; Wednesday: 11:30 AM – 10:00 PM; Thursday: 11:30 AM – 10:00 PM; Friday: 11:30 AM – 10:00 PM; Saturday: 11:30 AM – 10:00 PM; Sunday: 11:30 AM – 10:00 PM,ChIJj9FlEKMJdkgRhCSugAT0NbM
Village Charcoal Grill,"50-52 High St, Cheam, Sutton SM3 8RW, UK",51.358035199999996,-0.2148645,4.6,582,turkish_restaurant,PRICE_LEVEL_MODERATE,Monday: 12:00 – 10:45 PM; Tuesday: 12:00 – 10:45 PM; Wednesday: 12:00 – 10:45 PM; Thursday: 12:00 – 10:45 PM; Friday: 12:00 – 11:15 PM; Saturday: 12:00 – 11:15 PM; Sunday: 12:00 – 10:00 PM,ChIJrzpzuDwIdkgRMtV4fIF0cQc
The Cricket Lounge - Indian Restaurant & Bar - Sutton,"603-605 London Rd, Worcester Park, Sutton SM3 9AG, UK",51.3736961,-0.2254899,4.9,1118,indian_restaurant,N/A,"Monday: 5:00 – 10:00 PM; Tuesday: 5:00 – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 12:00 – 2:30 PM, 5:00 – 10:00 PM; Friday: 12:00 – 3:00 PM, 5:00 – 11:00 PM; Saturday: 12:00 – 3:00 PM, 5:00 – 11:00 PM; Sunday: 12:30 – 9:00 PM",ChIJb0bOsAUJdkgRnPkyq699y-g
The Brook,"181 Central Rd, Worcester Park KT4 8DR, UK",51.380145,-0.244305,4.4,940,"pub, bar",PRICE_LEVEL_MODERATE,Monday: 12:00 – 10:45 PM; Tuesday: 12:00 – 10:45 PM; Wednesday: 12:00 – 10:45 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM,ChIJm9zjl68JdkgRN78o3-zeuCI
KFC Worcester Park - Central Road,"114 Central Rd, Worcester Park KT4 8HT, UK",51.378884799999994,-0.24183049999999998,3.3,703,"fast_food_restaurant, meal_takeaway",PRICE_LEVEL_INEXPENSIVE,Monday: 10:30 AM – 11:00 PM; Tuesday: 10:30 AM – 11:00 PM; Wednesday: 10:30 AM – 11:00 PM; Thursday: 10:30 AM – 11:00 PM; Friday: 10:30 AM – 12:00 AM; Saturday: 10:30 AM – 12:00 AM; Sunday: 10:30 AM – 11:00 PM,ChIJKzWnBK4JdkgRaz3AoFVQ0xA
مطعم داماسكا - Damasca Restaurant,"70 Central Rd, Worcester Park KT4 8HX, UK",51.378011,-0.2400491,4.6,390,N/A,N/A,N/A,ChIJ_QjjhPMJdkgRyXMlRUvVvmg
Ye Olde Red Lion,"17 Park Rd, Cheam, Sutton SM3 8QB, UK",51.3596193,-0.2158091,4.2,911,"pub, bar",PRICE_LEVEL_MODERATE,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 10:30 PM,ChIJVXfxfTsIdkgRNU7fzzZsiyk
McDonald's - SUTTON - MINDEN ROAD DELIVERY KITCHEN,"UNIT 9, I O Centre, Minden Rd, Sutton SM3 9BL, UK",51.3782509,-0.2126006,2.2,60,"fast_food_restaurant, meal_delivery, food_delivery",PRICE_LEVEL_INEXPENSIVE,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 7:00 AM – 11:00 PM,ChIJ9Y8ozUIIdkgRbQJGGjUZCvM
Tamil Square- Sri Lankan - South Indian Bar & Restaurant,"511 London Rd, Cheam, Worcester Park, Sutton SM3 8JR, UK",51.3715506,-0.22777409999999998,4.8,312,"fine_dining_restaurant, bar_and_grill, meal_takeaway, indian_restaurant, bar",N/A,Monday: 5:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 7:30 AM – 11:00 PM; Saturday: 7:30 AM – 11:00 PM; Sunday: 7:30 AM – 11:00 PM,ChIJv-uUAkIJdkgR0zd15ncf1Sw
Lord Nelson,"837 London Rd, Worcester Park, Sutton SM3 9DR, UK",51.379945899999996,-0.2186081,4.3,690,"pub, bar",PRICE_LEVEL_INEXPENSIVE,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 PM – 12:00 AM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 11:00 PM,ChIJxUQyF1sIdkgRk8MzmkzZpL4
The Emperor,"71-73 Stonecot Hill, Sutton SM3 9HJ, UK",51.3835481,-0.2138049,4.2,627,chinese_restaurant,PRICE_LEVEL_MODERATE,Monday: Closed; Tuesday: 5:00 – 10:00 PM; Wednesday: 5:00 – 10:00 PM; Thursday: 5:00 – 10:00 PM; Friday: 5:00 – 10:00 PM; Saturday: 5:00 – 10:00 PM; Sunday: 12:00 – 10:00 PM,ChIJ_QJKgF4IdkgRhH1pnlNCh3I
Gander Inn,"2 St Dunstan's Hill, Sutton SM1 2UE, UK",51.371525899999995,-0.2089334,4.5,625,"pub, bar",PRICE_LEVEL_INEXPENSIVE,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 12:00 – 10:00 PM,ChIJ2QBsZWoIdkgRi8UG99aTy60
Divana lounge,"23 Stonecot Hill, Sutton SM3 9HB, UK",51.384892099999995,-0.2121953,4.9,189,"juice_shop, bar_and_grill, mediterranean_restaurant, night_club, cafe, turkish_restaurant, event_venue, bar, dessert_shop, confectionery, food_store, store",N/A,Monday: 5:00 PM – 12:00 AM; Tuesday: 5:00 PM – 12:00 AM; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 12:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: 5:00 PM – 12:00 AM,ChIJSU9XApMJdkgRevBjCA6m0L0
JRC Global Buffet,"Unit 6C, Valley Leisure Park, Beddington Farm Rd, Croydon CR0 4YA, UK",51.3774302,-0.1255339,3.8,3447,buffet_restaurant,PRICE_LEVEL_MODERATE,Monday: 5:00 – 9:30 PM; Tuesday: 5:00 – 9:30 PM; Wednesday: 5:00 – 9:30 PM; Thursday: 5:00 – 9:30 PM; Friday: 5:00 – 10:30 PM; Saturday: 12:30 – 10:30 PM; Sunday: 12:30 – 9:30 PM,ChIJc-ywFhjKcUEROzOZRHJKv-g
Bombay Pizza,"145 Stafford Rd, Wallington SM6 9BN, UK",51.3592452,-0.14027009999999998,4.3,484,"meal_delivery, food_delivery, meal_takeaway",N/A,"Monday: Closed; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 12:00 – 3:00 PM, 5:00 – 11:00 PM; Sunday: 12:00 – 3:00 PM, 5:00 – 11:00 PM",ChIJuf-LkWQHdkgRxMg6Snki4vc
The Grange Restaurant,"Beddington Park, London Rd, Wallington SM6 7BT, UK",51.3720266,-0.1509827,4.2,1923,"event_venue, bar, indian_restaurant",PRICE_LEVEL_MODERATE,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: 11:00 AM – 11:00 PM,ChIJQ-Rbspt6dkgRpixPqEtw68Y
McDonald's,"415 Purley Way, Croydon CR0 4NX, UK",51.3674058,-0.11833719999999998,3.5,2534,"fast_food_restaurant, hamburger_restaurant, breakfast_restaurant, diner, american_restaurant",PRICE_LEVEL_INEXPENSIVE,Monday: 6:00 AM – 12:00 AM; Tuesday: 6:00 AM – 12:00 AM; Wednesday: 6:00 AM – 12:00 AM; Thursday: 6:00 AM – 12:00 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 6:00 AM – 12:00 AM; Sunday: 6:00 AM – 12:00 AM,ChIJA7jgMhUHdkgRI4fNkg79Im4
Nando's Croydon - Valley Leisure Park,"Valley Park Leisure Centre, Beddington Farm Rd, Croydon CR0 4YA, UK",51.377784,-0.12501199999999998,4.1,1608,"meal_delivery, food_delivery",PRICE_LEVEL_MODERATE,Monday: 11:30 AM – 10:00 PM; Tuesday: 11:30 AM – 10:00 PM; Wednesday: 11:30 AM – 10:00 PM; Thursday: 11:30 AM – 10:00 PM; Friday: 11:30 AM – 11:00 PM; Saturday: 11:30 AM – 11:00 PM; Sunday: 11:30 AM – 11:00 PM,ChIJizrMGgMHdkgR6aZ1uC6UzD0
Wingstop Valley Leisure Park,"Unit 1A, Valley Leisure Park, Croydon CR0 4YA, UK",51.378307799999995,-0.1243398,4.7,651,N/A,N/A,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 11:00 PM,ChIJO9qCO_IHdkgRQXmQxct5Rbk
McDonald's,"Valley Leisure Park, Hesterman Way, Croydon CR0 4YA, UK",51.3786761,-0.12493900000000001,3.5,2043,"fast_food_restaurant, hamburger_restaurant, breakfast_restaurant, diner, american_restaurant",PRICE_LEVEL_INEXPENSIVE,Monday: 7:00 AM – 12:00 AM; Tuesday: 7:00 AM – 12:00 AM; Wednesday: 7:00 AM – 12:00 AM; Thursday: 7:00 AM – 12:00 AM; Friday: 7:00 AM – 12:00 AM; Saturday: 7:00 AM – 12:00 AM; Sunday: 7:00 AM – 12:00 AM,ChIJKch9PhoHdkgR81ckOLSujhw
Starbucks,"330 Purley Way, Croydon CR0 4XJ, UK",51.37202,-0.11885000000000001,3.7,355,"coffee_shop, sandwich_shop, tea_house, cafe, food_store, meal_takeaway, store",PRICE_LEVEL_MODERATE,Monday: 6:30 AM – 8:30 PM; Tuesday: 6:30 AM – 8:30 PM; Wednesday: 6:30 AM – 8:30 PM; Thursday: 6:30 AM – 8:30 PM; Friday: 6:30 AM – 8:30 PM; Saturday: 6:30 AM – 8:30 PM; Sunday: 10:00 AM – 7:30 PM,ChIJm6aLrVAHdkgRy0thkJdtvtE
IKEA Restaurant Croydon,"Valley Retail Park, Purley Way, Croydon CR0 4UZ, UK",51.3803018,-0.12359850000000001,4,164,breakfast_restaurant,PRICE_LEVEL_INEXPENSIVE,Monday: 9:00 AM – 8:30 PM; Tuesday: 9:00 AM – 8:30 PM; Wednesday: 9:00 AM – 8:30 PM; Thursday: 9:00 AM – 8:30 PM; Friday: 9:00 AM – 9:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 10:00 AM – 4:30 PM,ChIJQUYLFRoHdkgRPBbeSX12hOY
Tai Tung,"544 Purley Way, Croydon CR0 4RF, UK",51.362712599999995,-0.1191598,3.8,1188,chinese_restaurant,PRICE_LEVEL_MODERATE,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: 11:00 AM – 9:00 PM,ChIJ28FzjWkHdkgR8RvKG_uBea0
The Whispering Moon - JD Wetherspoon,"25 Ross Parade, Wallington SM6 8QF, UK",51.360162599999995,-0.14949659999999998,4,990,"pub, breakfast_restaurant, bar",PRICE_LEVEL_INEXPENSIVE,Monday: 8:00 AM – 12:00 AM; Tuesday: 8:00 AM – 12:00 AM; Wednesday: 8:00 AM – 12:00 AM; Thursday: 8:00 AM – 12:00 AM; Friday: 8:00 AM – 1:00 AM; Saturday: 8:00 AM – 1:00 AM; Sunday: 8:00 AM – 12:00 AM,ChIJb6dkVJoHdkgR0DoLqpcVRx4
KFC Wallington,"43 Woodcote Rd, Wallington SM6 0LH, UK",51.358947699999995,-0.1493844,3.2,529,"fast_food_restaurant, meal_takeaway",PRICE_LEVEL_INEXPENSIVE,Monday: 10:30 AM – 11:00 PM; Tuesday: 10:30 AM – 11:00 PM; Wednesday: 10:30 AM – 11:00 PM; Thursday: 10:30 AM – 11:00 PM; Friday: 10:30 AM – 12:00 AM; Saturday: 10:30 AM – 12:00 AM; Sunday: 10:30 AM – 11:00 PM,ChIJ2e-z55oHdkgRm5JYHGXbljU
Wingstop Croydon (Delivery Only),"Unit 1, 106 Beddington Ln, Croydon CR0 4TB, UK",51.37320150000001,-0.1311573,3.4,164,N/A,PRICE_LEVEL_MODERATE,Monday: 10:30 AM – 12:00 AM; Tuesday: 10:30 AM – 12:00 AM; Wednesday: 10:30 AM – 12:00 AM; Thursday: 10:30 AM – 12:00 AM; Friday: 10:30 AM – 12:00 AM; Saturday: 10:30 AM – 12:00 AM; Sunday: 10:30 AM – 12:00 AM,ChIJ1_cZI78HdkgRLaUwXIT2JU0
The CryerArts Centre,"39 High St, Carshalton SM5 3BB, UK",51.3658753,-0.1595554,4.6,446,"performing_arts_theater, event_venue, bar",N/A,Monday: 4:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM,ChIJw95-CwYHdkgRv_b75r2lilk
Duke's Head,"6 Manor Rd, Wallington SM6 0AA, UK",51.3667774,-0.1537655,4.5,238,"pub, bar",PRICE_LEVEL_MODERATE,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 8:00 AM – 11:00 PM; Sunday: 8:00 AM – 11:00 PM,ChIJSaHaW_wHdkgRKw1BwqogPxg
Burger King,"Unit 1, Valley Park Leisure Centre, Hesterman Way, Croydon CR0 4YA, UK",51.3783283,-0.12430260000000001,3.6,1531,fast_food_restaurant,PRICE_LEVEL_MODERATE,Monday: 8:00 AM – 2:00 AM; Tuesday: 8:00 AM – 2:00 AM; Wednesday: 8:00 AM – 2:00 AM; Thursday: 8:00 AM – 2:00 AM; Friday: 8:00 AM – 4:00 AM; Saturday: 8:00 AM – 4:00 AM; Sunday: 8:00 AM – 2:00 AM,ChIJj4ndnxAHdkgRehHXEKTcbzI
Shell,"102 Manor Rd, Wallington SM6 0DW, UK",51.362018,-0.150899,3.3,57,"gas_station, sandwich_shop, car_wash, coffee_shop, meal_delivery, convenience_store, food_delivery, cafe, liquor_store, food_store, store",PRICE_LEVEL_MODERATE,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 6:00 AM – 11:00 PM; Sunday: 6:00 AM – 11:00 PM,ChIJoZRzF5oHdkgRw3Jv288GeW4
McDonald's,"Marlowe Wy, Wallington, Croydon CR0 4XS, UK",51.377221299999995,-0.1305719,3.4,326,"fast_food_restaurant, hamburger_restaurant, breakfast_restaurant, diner, american_restaurant",PRICE_LEVEL_INEXPENSIVE,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 8:00 AM – 7:45 PM,ChIJhVeJxBEHdkgRQ9kYzHBfRLM
Rose & Crown,"London Rd, Wallington SM6 7HX, UK",51.3686052,-0.1551991,4.2,461,"pub, bar",PRICE_LEVEL_MODERATE,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 PM – 12:00 AM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 10:30 PM,ChIJN24T5LAHdkgRrGpqJzrXTBo
Five Guys Burgers and Fries Croydon Valley Leisure Park,"Unit 1B, Valley Retail & Leisure Park, Hesterman Way, Croydon CR0 4YA, UK",51.3782052,-0.12444219999999998,3.5,84,"hamburger_restaurant, fast_food_restaurant, american_restaurant, meal_takeaway",PRICE_LEVEL_MODERATE,Monday: 10:30 AM – 10:00 PM; Tuesday: 10:30 AM – 10:00 PM; Wednesday: 10:30 AM – 10:00 PM; Thursday: 10:30 AM – 10:00 PM; Friday: 10:30 AM – 11:00 PM; Saturday: 10:30 AM – 11:00 PM; Sunday: 10:30 AM – 10:00 PM,ChIJobAUvM0HdkgR22dORG041s0
McDonald's,"518/522 Wickham Rd, Croydon CR0 8DN, UK",51.376552399999994,-0.0348939,3.7,2649,"fast_food_restaurant, breakfast_restaurant, hamburger_restaurant, diner, american_restaurant",PRICE_LEVEL_INEXPENSIVE,Monday: 5:00 AM – 11:00 PM; Tuesday: 5:00 AM – 11:00 PM; Wednesday: 5:00 AM – 11:00 PM; Thursday: 5:00 AM – 11:00 PM; Friday: 5:00 AM – 11:00 PM; Saturday: 5:00 AM – 11:00 PM; Sunday: 5:00 AM – 11:00 PM,ChIJPXQlM0UAdkgRNIS03fm7hbc
HELVADERE,"580 Wickham Rd, Croydon CR0 8DN, UK",51.376776299999996,-0.0328898,4.8,2208,"turkish_restaurant, bar_and_grill, mediterranean_restaurant, hamburger_restaurant, dessert_restaurant, steak_house, bar, american_restaurant",PRICE_LEVEL_MODERATE,Monday: 4:00 – 11:00 PM; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 4:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 11:00 PM,ChIJJUj9JcgBdkgRIUTe9P6Q-VA
M&S Foodhall,"High Street Tickenham Road 3, West Wickham BR4 0NF, UK",51.3767752,-0.019056999999999998,4.1,394,"supermarket, sandwich_shop, bakery, deli, grocery_store, food_store, store",PRICE_LEVEL_MODERATE,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 10:30 AM – 4:30 PM,ChIJV9ZcuzkAdkgRNI84_lI-lAU
KFC,"206 High St, West Wickham BR4 0LZ, UK",51.377761799999995,-0.0252896,3.2,1055,"fast_food_restaurant, meal_takeaway",PRICE_LEVEL_INEXPENSIVE,Monday: 10:30 AM – 11:00 PM; Tuesday: 10:30 AM – 11:00 PM; Wednesday: 10:30 AM – 11:00 PM; Thursday: 10:30 AM – 11:00 PM; Friday: 10:30 AM – 11:00 PM; Saturday: 10:30 AM – 11:00 PM; Sunday: 10:30 AM – 11:00 PM,ChIJva_FxEcAdkgRahAackgWJ9o
Harvester Cricketers Croydon,"36 Addington Village Rd, Croydon CR0 5AQ, UK",51.3577939,-0.0329727,4,2256,"bar_and_grill, breakfast_restaurant, brunch_restaurant, bar, meal_takeaway",PRICE_LEVEL_MODERATE,Monday: 11:30 AM – 10:00 PM; Tuesday: 11:30 AM – 10:00 PM; Wednesday: 11:30 AM – 10:00 PM; Thursday: 11:30 AM – 10:00 PM; Friday: 9:00 AM – 11:00 PM; Saturday: 9:00 AM – 11:00 PM; Sunday: 9:00 AM – 10:00 PM,ChIJUVRFEm4AdkgRn6kaoJaELAE
The Crown,"28 Wickham Rd, Croydon CR0 8BA, UK",51.3736319,-0.0541334,4.1,1776,"pub, bar",PRICE_LEVEL_MODERATE,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 11:00 PM,ChIJG1TmZvEAdkgRARMpBVGDMTw
Royal Garden Chinese Restaurant,"Shirley Hills Rd, Croydon CR0 5HQ, UK",51.3616933,-0.057779500000000004,3.9,233,"chinese_restaurant, wedding_venue, catering_service, cafe, event_venue, food_delivery, meal_takeaway, store",PRICE_LEVEL_MODERATE,"Monday: 5:00 – 10:00 PM; Tuesday: Closed; Wednesday: 5:00 – 10:00 PM; Thursday: 5:00 – 10:00 PM; Friday: 12:00 – 3:00 PM, 5:00 – 10:30 PM; Saturday: 12:00 – 3:00 PM, 5:00 – 10:30 PM; Sunday: 12:00 – 3:00 PM, 5:00 – 10:00 PM",ChIJ1W7xUIkAdkgR-2ObR9ESY9U
Fratello Café & Play,"124 Orchard Way, Croydon CR0 7NN, UK",51.386077199999995,-0.0402354,4.7,55,"cafe, playground",N/A,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,ChIJ_Uh8T3UBdkgRpS5lvnFwuNE
Ollie Polly Play Cafe,"25 High St, West Wickham BR4 0LP, UK",51.375802799999995,-0.0158488,4.6,197,"cafe, event_venue",N/A,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: Closed,ChIJlQ-f5SsBdkgRiGhRWuU0Vis
Corzâ Cafe Bar Restaurant,"111, 113 High St, West Wickham BR4 0LT, UK",51.376750799999996,-0.0198869,4.6,605,"cafe, breakfast_restaurant",PRICE_LEVEL_MODERATE,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: 9:00 AM – 11:00 PM; Thursday: 9:00 AM – 11:00 PM; Friday: 9:00 AM – 11:00 PM; Saturday: 9:00 AM – 11:00 PM; Sunday: 9:00 AM – 5:00 PM,ChIJy-p1sTkAdkgRdrx94ps007U
Alaturka Turkish Restaurant,"147 Wickham Rd, Croydon CR0 8TE, UK",51.374735,-0.0498532,4.9,144,turkish_restaurant,N/A,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:30 PM; Saturday: 12:00 – 11:30 PM; Sunday: 12:00 – 10:30 PM,ChIJy-jhhcoBdkgRJyEsJN0oHqo
Shell,"Kent Gate Way, Croydon CR0 5AR, UK",51.357046999999994,-0.033468,4.3,111,"gas_station, sandwich_shop, car_wash, convenience_store, liquor_store, coffee_shop, cafe, meal_delivery, food_delivery, food_store, store",PRICE_LEVEL_MODERATE,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,ChIJD3ldIXAAdkgRMDsthx6l9aE
Qualia Lounge,"802 Wickham Rd, London CR0 8EB, UK",51.377093099999996,-0.028268899999999996,4.7,50,bar,N/A,Monday: 4:00 – 11:30 PM; Tuesday: 4:00 – 11:30 PM; Wednesday: 4:00 – 11:30 PM; Thursday: 4:00 – 11:30 PM; Friday: 4:00 PM – 12:00 AM; Saturday: 4:00 PM – 12:00 AM; Sunday: 5:00 – 10:30 PM,ChIJH-oPhy8BdkgRklKwq844e54
